carat,cut,color,clarity,x,y,z,depth,table,price
1.08,Ideal,I,SI1,6.51,6.56,4.09,62.6,53.9,5049
2.03,Very Good,G,SI1,8.09,8.18,4.89,60.1,60,18630
1.01,Premium,H,VS2,6.39,6.35,3.97,62.3,62,4769
1.52,Premium,I,SI1,7.29,7.23,4.56,62.8,62,9295
0.52,Premium,F,VVS2,5.16,5.13,3.18,61.8,60,2870
0.71,Premium,F,VS1,5.71,5.67,3.57,62.7,58,2879
0.79,Premium,E,VVS1,5.89,5.8,3.67,62.8,60,4490
0.3,Premium,I,VS1,4.29,4.26,2.69,62.9,58,608
0.24,Very Good,E,VS1,3.97,4,2.46,61.7,60,430
1,Ideal,E,VS2,6.42,6.36,3.96,62,56,6261
0.43,Ideal,E,SI1,4.82,4.78,2.99,62.3,57,1016
1.08,Premium,D,SI1,6.62,6.51,4.12,62.8,58,6623
0.35,Ideal,D,SI1,4.54,4.55,2.8,61.6,57,644
0.43,Premium,H,VS1,4.98,4.86,2.95,60,59,1113
0.8,Premium,H,SI1,5.96,5.91,3.71,62.5,59,2553
1.08,Ideal,H,VS1,6.58,6.64,4.09,61.9,57,5791
0.96,Fair,J,I1,6.28,6.23,3.72,59.5,60,2304
0.4,Premium,D,SI2,4.74,4.68,2.9,61.6,59,855
0.51,Ideal,D,SI2,5.12,5.15,3.21,62.5,55,1264
2.28,Premium,H,SI2,8.44,8.4,5.23,62.1,59,18055
1,Premium,H,SI2,6.48,6.44,3.89,60.2,61,3920
0.7,Very Good,F,SI1,5.62,5.78,3.55,62.3,58,2161
0.58,Ideal,G,SI1,5.34,5.38,3.29,61.4,55.8,1442
1.01,Very Good,D,VVS2,6.34,6.4,3.98,62.5,59,10453
0.84,Premium,E,VS1,6.16,6.13,3.67,59.7,59,4318
0.72,Ideal,F,VS2,5.75,5.73,3.57,62.2,56,2956
2.2,Ideal,I,SI2,8.34,8.29,5.18,62.2,56,14277
0.6,Premium,E,SI1,5.46,5.5,3.33,60.8,58,1625
0.92,Ideal,G,VS2,6.2,6.17,3.87,62.6,56,4405
0.27,Very Good,G,VS1,4.25,4.36,2.53,58.8,57,399
0.9,Good,G,SI1,6.08,6.05,3.87,63.8,59,3669
0.52,Ideal,G,VS1,5.16,5.14,3.23,62.7,56,1815
0.27,Ideal,H,VS2,4.19,4.17,2.53,60.5,57,509
1.14,Very Good,D,SI1,6.7,6.85,4.08,60.2,60,7106
0.68,Premium,G,VS2,5.67,5.65,3.49,61.7,57,2040
1.01,Fair,H,SI2,6.3,6.26,4.11,65.4,59,2846
0.41,Ideal,F,VS2,4.78,4.8,2.96,61.8,56,863
0.57,Ideal,G,VVS2,5.3,5.33,3.28,61.7,56,2095
0.59,Ideal,G,VS2,5.36,5.39,3.34,62.1,57,1774
1.21,Premium,I,SI1,6.91,6.87,4.2,61,56,4404
0.72,Very Good,E,SI2,5.85,5.9,3.52,59.9,57,2573
1,Very Good,I,VS2,6.43,6.32,4.03,63.2,58,3265
0.83,Very Good,H,VS1,5.91,5.98,3.75,63.1,60,3153
0.51,Very Good,D,VS2,5.04,5.06,3.19,63.2,60,1633
0.38,Ideal,F,SI1,4.63,4.76,2.88,61.3,55,710
2,Ideal,I,SI2,8,8.13,4.98,61.7,56,15092
1.13,Premium,E,SI2,6.75,6.7,4.06,60.4,59,5316
1.06,Fair,J,SI2,6.54,6.35,3.93,61,66,2992
0.53,Ideal,I,VVS2,5.26,5.3,3.21,60.9,56,1351
0.51,Ideal,E,SI1,5.14,5.16,3.16,61.4,56,1732
0.42,Ideal,G,VVS1,4.88,4.86,2.95,60.6,56,1235
0.57,Ideal,G,SI1,5.34,5.35,3.33,62.3,54,1441
0.71,Very Good,I,VVS1,5.6,5.67,3.55,63,58,2549
0.97,Premium,H,SI2,6.44,6.41,3.78,58.8,58,3346
0.3,Very Good,I,VVS2,4.28,4.32,2.66,61.9,61,526
0.3,Ideal,H,IF,4.26,4.29,2.65,62,57,764
0.32,Ideal,H,SI1,4.4,4.42,2.69,61,56,479
1.15,Very Good,H,SI2,6.68,6.72,4.15,61.9,57,4654
1.04,Good,J,VS2,6.64,6.53,3.85,58.2,64,3285
0.41,Very Good,H,VVS2,4.71,4.74,2.98,63.1,58,847
1.51,Premium,H,SI1,7.57,7.54,4.38,58,59,10063
0.9,Ideal,E,SI1,6.19,6.22,3.84,61.9,54,5373
0.5,Ideal,H,VS1,5.13,5.16,3.16,61.4,54,1370
0.52,Premium,D,VVS2,5.28,5.22,3.14,59.8,60,2467
0.32,Ideal,H,VVS1,4.37,4.4,2.75,62.7,55,692
1.01,Ideal,J,SI2,6.44,6.47,3.97,61.4,56,3997
1.15,Premium,I,VS2,6.74,6.67,4.2,62.6,56,5120
1.14,Ideal,G,VVS1,6.75,6.8,4.13,61,56,9037
0.56,Ideal,G,VS2,5.29,5.31,3.29,62.1,56,1580
0.33,Premium,G,VVS1,4.43,4.4,2.74,62.1,58,1114
1.02,Premium,F,VVS2,6.5,6.45,3.98,61.5,60,8445
0.32,Very Good,H,SI1,4.37,4.34,2.75,63.1,55,576
0.72,Fair,G,VS1,5.6,5.51,3.69,66.4,57,2396
1.13,Ideal,I,SI2,6.69,6.71,4.12,61.4,56,4481
1.01,Premium,H,SI2,6.33,6.27,3.97,63,59,3671
0.7,Very Good,H,SI2,5.62,5.65,3.54,62.8,59,2034
2.01,Very Good,I,VS1,8.11,8.14,4.86,59.8,63,16914
0.51,Very Good,G,VVS2,5.17,5.21,3.16,60.9,56,1768
1.58,Ideal,G,IF,7.45,7.51,4.65,62.2,57,17329
0.38,Ideal,G,VVS2,4.63,4.66,2.89,62.2,54.3,929
0.25,Premium,H,VVS1,4.07,4.09,2.44,59.8,59,450
1.25,Premium,J,SI1,6.86,6.84,4.25,62,61,4200
1.01,Good,E,SI1,6.28,6.35,4.01,63.5,58,4546
0.46,Fair,G,VS1,5.08,5.03,2.93,58,66,1035
0.55,Premium,G,SI1,5.32,5.29,3.19,60.1,61,1377
0.94,Ideal,D,SI2,6.24,6.27,3.89,62.2,56,5155
1.71,Good,J,VS2,7.48,7.55,4.72,62.8,58,8831
1.24,Premium,I,SI2,6.88,6.84,4.26,62.1,58,5000
0.3,Ideal,F,IF,4.3,4.32,2.66,61.7,58,886
1.78,Premium,E,SI2,7.89,7.8,4.75,60.5,59,10765
2.06,Very Good,J,VS2,8.05,8.08,5.05,62.6,58,14119
1,Good,D,VS2,6.34,6.31,4.04,63.9,56,7200
0.52,Very Good,F,VS2,5.08,5.12,3.26,63.9,57,1550
0.71,Ideal,G,SI1,5.76,5.8,3.55,61.4,57,2136
0.24,Very Good,F,VVS1,4.05,4.07,2.45,60.4,56,608
0.9,Very Good,E,SI1,6.15,6.2,3.81,61.7,58,4795
1.15,Very Good,G,SI1,6.68,6.72,4.11,61.3,62,5538
1.5,Fair,F,VS2,7.15,7.12,4.66,65.3,57,13853
0.7,Premium,H,VS2,5.71,5.68,3.46,60.8,58,2218
1.01,Good,F,SI1,6.29,6.38,4.02,63.5,59,4899
0.78,Fair,E,SI2,5.7,5.66,3.6,66.9,57,2721
0.41,Very Good,E,SI1,4.72,4.76,2.98,62.9,56,755
0.8,Ideal,F,SI1,5.9,5.97,3.74,62.8,54,2975
0.77,Ideal,H,SI1,5.87,5.91,3.61,61.3,56,3089
0.3,Ideal,E,VS1,4.34,4.36,2.68,61.6,55,857
0.7,Fair,H,SI1,5.49,5.59,3.59,64.8,57,1808
0.31,Premium,F,VS2,4.34,4.3,2.71,62.7,59,802
0.32,Ideal,E,VS2,4.4,4.43,2.73,61.8,54,599
0.27,Very Good,G,VS2,4.18,4.22,2.58,61.5,57,439
0.74,Good,D,VVS1,5.85,5.87,3.47,59.2,62.6,4274
1.5,Fair,D,SI2,6.9,6.86,4.73,68.8,57,7469
0.53,Ideal,D,VS2,5.25,5.21,3.2,61.2,55,1956
2.21,Premium,H,I1,8.31,8.27,5.16,62.2,58,6535
0.43,Very Good,E,VVS1,4.84,4.87,2.97,61.2,56,1433
0.3,Premium,H,VS1,4.26,4.3,2.68,62.6,59,526
0.54,Premium,E,VS2,5.38,5.32,3.15,59,60,1687
2.4,Good,I,SI1,8.87,8.81,5.03,56.9,62,18541
1.72,Ideal,I,VS2,7.69,7.63,4.81,62.8,57,11226
0.57,Ideal,E,SI1,5.33,5.28,3.28,61.8,57,1728
1.08,Premium,G,VS1,6.62,6.55,4.05,61.5,61,6532
1.4,Ideal,H,SI1,7.11,7.18,4.46,62.4,56,8075
1.07,Ideal,F,SI1,6.57,6.59,4.1,62.3,53,6049
0.32,Premium,E,VS2,4.43,4.4,2.7,61.2,59,900
0.91,Very Good,E,SI2,6.13,6.16,3.86,62.8,59,3968
1.5,Premium,I,VVS1,7.32,7.29,4.56,62.4,60,11155
0.52,Ideal,E,VVS2,5.21,5.24,3.18,60.9,56,2220
0.4,Very Good,G,SI1,4.74,4.76,2.83,59.6,61,655
0.3,Good,G,VVS1,4.23,4.25,2.68,63.2,58,789
1.01,Good,D,SI2,6.37,6.43,4.04,63.1,54,4260
0.29,Very Good,F,VVS1,4.26,4.3,2.63,61.5,56,563
0.79,Very Good,H,SI1,5.87,5.84,3.7,63.2,59,2663
0.32,Premium,H,VS2,4.41,4.35,2.67,61,60,648
0.91,Very Good,G,SI2,6.17,6.23,3.83,61.8,59,3388
1.21,Very Good,I,SI1,6.89,6.97,4.2,60.6,56,5457
0.56,Very Good,F,VS2,5.34,5.39,3.22,60,57,1627
0.71,Ideal,E,VVS2,5.71,5.74,3.55,62,56,4467
1.04,Very Good,F,VS2,6.54,6.48,3.97,61,60,6361
0.91,Ideal,J,VS1,6.23,6.26,3.79,60.7,57,3267
1.04,Ideal,H,SI2,6.49,6.53,4.02,61.7,55,4557
0.42,Premium,D,SI1,4.79,4.77,2.97,62.1,59,1040
1.03,Premium,D,SI1,6.53,6.49,4.02,61.8,57,5491
1.01,Good,E,VVS2,6.3,6.34,4.06,64.2,57,7293
1.21,Premium,J,SI2,6.93,6.88,4.19,60.8,58,3984
0.4,Premium,G,SI1,4.7,4.72,2.92,62,59,702
0.7,Premium,I,I1,5.69,5.55,3.51,62.3,58,1107
0.91,Very Good,H,SI1,6.13,6.16,3.86,62.8,58,3734
0.54,Premium,H,VS1,5.22,5.19,3.26,62.6,59,1720
0.33,Ideal,D,SI1,4.4,4.44,2.77,62.7,55,608
0.31,Ideal,I,SI1,4.34,4.36,2.7,62.1,53,498
0.3,Very Good,D,VVS2,4.27,4.29,2.69,62.9,56,752
1.01,Very Good,H,VS1,6.53,6.57,3.99,60.9,55,5687
3.01,Fair,H,I1,9.54,9.38,5.31,56.1,62,10761
0.41,Good,E,SI1,4.73,4.75,3.01,63.5,55,654
1.23,Ideal,F,VVS2,6.89,6.84,4.24,61.8,56,11141
1.17,Ideal,G,VVS1,6.84,6.9,4.13,61.7,57,10342
0.87,Ideal,F,VS1,6.1,6.13,3.79,62,55,5640
1.16,Ideal,E,SI1,6.74,6.79,4.19,61.9,55,6755
0.38,Very Good,F,VS2,4.58,4.62,2.89,62.8,57,800
1,Ideal,I,VS1,6.49,6.52,3.93,60.4,55,5385
1.3,Very Good,J,VS2,7.02,7.07,4.34,61.6,56,5832
0.42,Ideal,F,SI1,4.82,4.84,2.97,61.5,55,931
0.5,Premium,E,SI2,5.09,5.03,3.11,61.5,58,1181
1.74,Premium,J,VS2,7.62,7.54,4.7,61.9,62,8364
1.54,Very Good,G,VVS2,7.5,7.53,4.59,61.1,55,15225
0.38,Ideal,E,VVS1,4.62,4.66,2.9,62.4,53.2,1245
0.31,Ideal,H,SI1,4.31,4.35,2.7,62.4,55,464
0.3,Ideal,F,IF,4.29,4.32,2.66,61.8,56,886
0.7,Premium,F,VS1,5.71,5.65,3.53,62.1,60,2792
1.21,Ideal,H,SI1,6.91,6.83,4.2,61.1,57,6180
0.71,Ideal,D,SI2,5.78,5.74,3.54,61.5,56,2633
0.53,Ideal,D,VVS2,5.21,5.24,3.22,61.6,56,3346
0.46,Good,E,SI1,4.87,4.92,3.07,62.7,58,967
0.91,Very Good,D,VS2,6.13,6.16,3.85,62.7,59,4720
0.35,Ideal,H,IF,4.53,4.55,2.8,61.7,56,921
0.42,Ideal,G,VS1,4.8,4.84,2.98,61.8,56,921
0.7,Good,F,VVS2,5.68,5.75,3.57,62.5,58,3445
0.24,Ideal,G,IF,3.99,4.01,2.47,61.7,56,559
0.4,Good,F,VS1,4.65,4.68,2.94,63,62,883
1.02,Premium,H,VS2,6.5,6.46,3.95,61,60,4958
0.92,Premium,I,SI1,6.3,6.25,3.81,60.7,58,3529
0.71,Premium,G,SI2,5.77,5.71,3.56,62,55,2362
0.7,Ideal,F,SI1,5.59,5.62,3.51,62.6,57,2453
1.01,Very Good,E,VVS1,6.39,6.36,4.02,63.1,57,10891
1.02,Ideal,E,VS2,6.53,6.51,3.98,61,56,8225
1.01,Premium,I,SI2,6.5,6.46,3.96,61.1,58,3874
0.31,Very Good,G,VS2,4.37,4.41,2.59,59,60,544
0.26,Ideal,H,VVS2,4.08,4.1,2.53,61.8,55.7,478
0.4,Ideal,E,VVS1,4.78,4.75,2.92,61.3,56,1824
0.54,Ideal,G,VVS2,5.3,5.25,3.22,61,56,2090
0.71,Premium,E,VS2,5.71,5.61,3.52,62.2,59,3062
2.17,Premium,D,SI2,8.28,8.34,5.17,62.2,59,16472
0.7,Very Good,I,SI1,5.74,5.75,3.51,61.1,56,2021
0.3,Very Good,E,VS2,4.28,4.32,2.66,61.9,61,658
0.46,Ideal,I,VVS1,4.96,4.99,3.07,61.7,57,974
1.16,Ideal,H,SI1,6.66,6.61,4.26,64.2,59,5411
0.32,Ideal,E,VS2,4.35,4.4,2.71,61.9,56,702
1.2,Very Good,I,SI1,6.75,6.71,4.21,62.6,59,5522
0.73,Ideal,I,SI1,5.8,5.75,3.58,62,56,2234
0.4,Very Good,E,VS2,4.66,4.69,2.99,64,52,925
0.9,Good,E,SI1,6.24,6.29,3.65,58.3,61,4165
1.5,Good,H,SI2,7.44,7.49,4.36,58.4,62,7714
0.32,Ideal,I,SI2,4.39,4.42,2.72,61.7,55,371
0.26,Ideal,H,VS1,4.12,4.14,2.57,62.2,55,482
0.62,Very Good,G,VS1,5.52,5.54,3.32,60.1,58,2161
0.77,Very Good,E,VS2,5.94,6.01,3.61,60.4,58,3911
1.23,Very Good,F,VVS2,6.81,6.86,4.25,62.2,58,11382
0.74,Very Good,H,VS1,5.74,5.77,3.56,61.9,59.1,2709
0.58,Very Good,D,VVS2,5.44,5.49,3.28,60,55,2714
0.95,Premium,E,SI2,6.45,6.41,3.79,58.9,61,3907
0.74,Ideal,E,VS1,5.82,5.8,3.61,62.1,53,3804
0.32,Ideal,E,VS2,4.41,4.43,2.71,61.3,55,846
0.4,Good,E,SI1,4.66,4.69,2.98,63.7,57,687
0.5,Very Good,F,VS2,5.19,5.22,3.09,59.4,59,1436
1.03,Ideal,F,SI1,6.55,6.51,4,61.3,56,5595
1.01,Premium,H,SI2,6.4,6.34,3.92,61.5,60,4242
2.02,Good,H,SI2,8.26,8.31,4.89,59,61,13144
0.8,Premium,H,SI1,5.91,5.96,3.68,62,59,2699
1.3,Ideal,G,VS1,6.98,7.02,4.34,62,55,10038
0.42,Premium,G,VS2,4.83,4.89,2.89,59.5,59,847
0.29,Ideal,H,IF,4.25,4.28,2.65,62.2,55,607
0.32,Ideal,I,VVS1,4.38,4.34,2.72,62.4,55,756
1.21,Very Good,H,VS2,6.95,6.99,4.12,59.1,59,7113
0.9,Good,G,VS1,6.15,6.07,3.89,63.7,56,4460
0.54,Premium,E,SI1,5.23,5.2,3.21,61.6,61,1637
1.55,Premium,H,SI2,7.41,7.37,4.58,62,56,7319
0.9,Very Good,G,SI2,6.19,6.23,3.8,61.2,57,3391
1.13,Premium,I,VS2,6.74,6.71,4.05,60.2,61,4430
0.74,Ideal,F,SI1,5.85,5.81,3.56,61,57,2851
1.01,Good,E,VS2,6.64,6.68,3.86,58,60,6522
0.3,Premium,G,VS2,4.42,4.38,2.61,59.3,59,630
0.3,Very Good,E,VS2,4.24,4.26,2.65,62.4,57,658
0.3,Very Good,H,VS1,4.29,4.25,2.7,63.2,56,675
0.59,Very Good,G,VS2,5.32,5.41,3.3,61.5,59,1618
0.43,Very Good,E,VVS1,4.86,4.93,2.95,60.3,58,1433
1.17,Ideal,H,VS2,6.73,6.71,4.19,62.4,58,6558
1.76,Very Good,H,VS2,7.68,7.72,4.79,62.2,60,13503
0.9,Premium,I,VS1,6.29,6.27,3.83,61,55,3720
0.32,Ideal,G,SI1,4.42,4.39,2.7,61.3,56,612
0.59,Ideal,E,SI1,5.39,5.36,3.3,61.4,56,1789
1.17,Fair,I,I1,6.67,6.47,4.25,64.5,59,2336
0.35,Ideal,E,VS2,4.56,4.52,2.79,61.5,55,984
0.3,Ideal,E,VVS2,4.32,4.35,2.69,62.1,54,742
1.5,Ideal,I,VS2,7.26,7.31,4.56,62.6,57,9586
0.71,Very Good,F,VVS2,5.71,5.74,3.55,62,56,3612
0.7,Premium,J,VS2,5.63,5.59,3.48,62,62,1775
0.4,Ideal,J,IF,4.75,4.71,2.96,62.6,56,1063
0.42,Ideal,H,VVS1,4.79,4.8,2.99,62.4,55,1068
1.23,Ideal,H,I1,6.92,6.87,4.25,61.6,55,3168
0.53,Ideal,F,VS2,5.22,5.25,3.2,61.2,56,1655
0.73,Ideal,D,SI1,5.78,5.82,3.56,61.4,56,2995
0.31,Ideal,G,VVS1,4.36,4.38,2.73,62.5,54,789
0.3,Ideal,D,VS2,4.33,4.29,2.68,62.2,55,911
0.91,Very Good,H,VS2,6.19,6.21,3.82,61.6,60,3887
0.35,Premium,F,SI1,4.6,4.54,2.75,60.2,58,748
2.01,Premium,F,SI2,7.88,7.82,4.87,62,60,11903
0.62,Fair,E,VS1,5.66,5.57,3.29,58.8,67,2344
0.53,Very Good,D,SI1,5.2,5.26,3.21,61.4,57,1631
1.04,Ideal,H,SI1,6.51,6.47,4.07,62.7,54,4515
2.18,Very Good,J,SI2,8.23,8.25,5.16,62.6,58,12853
1,Ideal,G,VVS2,6.45,6.47,3.93,60.8,57,7744
0.45,Ideal,G,IF,4.96,4.97,3.05,61.4,56,1377
0.7,Premium,F,SI1,5.71,5.74,3.51,61.3,59,2161
0.33,Very Good,G,SI1,4.42,4.45,2.73,61.6,57,492
0.31,Ideal,H,VVS2,4.35,4.37,2.68,61.5,56,625
0.42,Premium,E,SI2,4.91,4.87,2.94,60.1,58,838
0.28,Very Good,E,VVS1,4.3,4.33,2.57,59.6,59,642
0.42,Ideal,D,VS2,4.8,4.82,3,62.4,55,1031
1.04,Premium,F,VVS2,6.46,6.37,4.01,62.5,58,8946
0.31,Ideal,E,VVS1,4.34,4.37,2.68,61.5,56,853
1.5,Premium,H,SI2,7.22,7.3,4.52,62.3,60,8490
1.03,Premium,H,SI1,6.47,6.41,3.98,61.8,58,3945
0.33,Ideal,G,VVS2,4.44,4.48,2.76,62,53.5,754
1.5,Premium,H,SI2,7.3,7.22,4.52,62.3,60,8645
0.76,Premium,H,VS2,5.99,5.96,3.51,58.7,61,2622
2,Premium,E,SI2,8.15,8.08,4.89,60.3,58,12987
0.46,Ideal,H,VVS1,4.95,5.01,3.1,62.4,53.4,1338
1.08,Premium,E,VS2,6.71,6.68,3.98,59.4,59,7548
1.1,Ideal,F,SI2,6.58,6.62,4.12,62.4,56,5596
0.4,Ideal,E,VS1,4.74,4.77,2.91,61.2,57,1053
1.01,Premium,E,VS2,6.44,6.46,4,62,59,6666
1.2,Premium,H,VS1,6.98,6.93,4.07,58.5,61,6720
1.08,Ideal,I,SI2,6.56,6.61,4.1,62.3,57,4130
0.36,Premium,E,VVS2,4.56,4.52,2.8,61.7,59,1102
0.26,Premium,E,VVS1,4.09,4.12,2.5,60.9,59,635
1.01,Ideal,J,SI1,6.4,6.35,4.01,62.9,56,3818
0.33,Ideal,F,VVS1,4.47,4.42,2.75,61.9,56,1021
2.01,Ideal,H,SI2,8.04,8.07,5.04,62.5,53.9,14998
1.02,Ideal,D,VVS2,6.41,6.46,4,62.2,59,11573
1.35,Very Good,G,VS2,7.01,7.04,4.41,62.8,59,9302
0.38,Premium,F,SI2,4.67,4.61,2.83,61,61,770
0.79,Premium,H,SI2,5.98,5.94,3.67,61.6,58,1998
1.05,Very Good,I,VS2,6.47,6.42,4.07,63.1,58,4612
0.32,Ideal,I,VS2,4.37,4.33,2.74,63,57,576
0.3,Premium,D,SI2,4.35,4.32,2.61,60.2,60,574
1.21,Premium,D,VVS1,6.96,6.88,4.16,60.1,59,17192
1.01,Very Good,F,VS2,6.3,6.34,4.02,63.6,59,6714
1.71,Very Good,J,VS1,7.6,7.69,4.73,61.9,59,10428
0.73,Ideal,I,VVS2,5.76,5.77,3.59,62.3,55,2496
1.13,Premium,G,VS1,6.91,6.84,4.03,58.6,59,7404
0.54,Very Good,I,SI1,5.17,5.21,3.28,63.2,57,1135
1.52,Premium,D,SI2,7.37,7.28,4.6,62.8,58,8631
1,Premium,F,VS2,6.5,6.45,3.93,60.7,57,7168
0.77,Very Good,D,VS2,5.86,5.91,3.6,61.2,59,3489
0.5,Ideal,I,VVS2,5.14,5.17,3.12,60.5,57,1640
0.71,Ideal,F,SI2,5.72,5.74,3.56,62.1,54,2365
0.69,Premium,H,SI1,5.65,5.62,3.54,62.8,58,1822
1.25,Premium,G,VVS1,6.96,6.87,4.29,62,58,7389
1.12,Ideal,E,VVS1,6.7,6.76,4.13,61.5,56,14407
1.01,Premium,G,SI2,6.57,6.52,3.95,60.4,59,4327
0.3,Ideal,G,VS1,4.31,4.33,2.67,61.8,56,624
0.5,Premium,D,VS2,5.21,5.15,3.12,60.2,57,1845
1,Very Good,F,VVS1,6.32,6.37,4,63,56,8008
0.41,Ideal,E,VVS1,4.8,4.82,2.94,61.1,56,1745
1.01,Ideal,E,VS2,6.43,6.46,3.97,61.6,57,7198
1.13,Premium,H,SI2,6.8,6.74,4.02,59.4,58,4430
0.63,Ideal,D,IF,5.55,5.6,3.41,61.2,53,3832
1,Very Good,D,VS2,6.37,6.32,4.03,63.5,57,6776
1.06,Ideal,G,VS1,6.6,6.64,4.02,60.7,56,7594
1.03,Premium,G,SI2,6.56,6.5,3.91,59.9,60,4413
0.57,Ideal,G,VVS1,5.31,5.35,3.3,61.9,57,2217
0.74,Ideal,F,SI1,5.8,5.76,3.61,62.5,56,2702
0.71,Ideal,G,VS1,5.7,5.75,3.53,61.7,57,3431
0.7,Very Good,E,SI2,5.73,5.65,3.59,63.1,54,2066
1.03,Ideal,G,VS1,6.45,6.48,4,62,57,7119
0.34,Ideal,I,VS2,4.51,4.55,2.77,61.1,55,495
0.84,Ideal,J,VS2,6.09,6.12,3.73,61.1,57,2709
1,Very Good,F,VS2,6.39,6.44,3.99,62.2,55,6340
0.52,Very Good,G,VS2,5.23,5.27,3.16,60.2,56,1446
1.2,Very Good,G,SI2,6.76,6.79,4.26,62.9,54,5321
1.27,Premium,H,VS2,6.83,6.93,4.31,62.6,59,6755
0.51,Good,H,VS1,5.07,5.1,3.24,63.7,55,1438
0.79,Premium,H,SI2,5.99,5.96,3.61,60.4,61,2471
0.43,Ideal,I,SI1,4.88,4.9,2.98,60.9,57,852
1.73,Very Good,I,SI1,7.71,7.68,4.69,60.9,59,11554
0.9,Ideal,H,SI1,6.17,6.23,3.81,61.5,57,3644
0.6,Ideal,F,VVS2,5.43,5.46,3.32,61,57,2718
0.92,Ideal,H,SI2,6.3,6.29,3.81,60.5,57,3854
0.5,Fair,F,I1,4.89,4.8,3.38,69.8,55,584
0.71,Very Good,E,VS1,5.64,5.68,3.59,63.4,58,3009
1.44,Premium,H,SI2,7.25,7.2,4.49,62.1,55,7419
1.06,Premium,D,VS2,6.52,6.48,4.05,62.3,59,7679
0.33,Fair,F,VVS2,4.37,4.3,2.85,65.7,54,693
0.7,Good,H,I1,5.89,5.8,3.36,57.4,63,1255
0.57,Ideal,G,VS2,5.41,5.39,3.28,60.7,55,1613
1.03,Fair,E,I1,5.72,5.59,4.42,78.2,54,1262
0.4,Ideal,F,VS1,4.76,4.78,2.95,61.8,55,971
0.48,Very Good,E,VS2,5.07,5.12,3.06,59.9,58.9,1320
0.56,Ideal,G,VS2,5.29,5.25,3.28,62.2,57,1585
1.07,Ideal,E,VVS2,6.55,6.65,4.05,61.4,56,9863
0.31,Very Good,H,VS2,4.32,4.27,2.71,63.1,58,628
2.13,Very Good,G,SI2,8.27,8.34,5.11,61.5,57,15454
0.51,Ideal,E,VS2,5.1,5.14,3.17,61.9,55,1675
0.33,Ideal,F,VS2,4.4,4.42,2.73,61.9,57,666
1,Premium,H,SI1,6.52,6.56,3.86,59,60,4389
0.33,Ideal,E,VS2,4.47,4.41,2.73,61.5,57,928
1,Premium,F,SI2,6.38,6.35,3.89,61.1,61,4452
1.01,Premium,G,VS1,6.38,6.33,3.92,61.7,59,5898
0.3,Ideal,D,VVS2,4.39,4.47,2.63,59.4,60,802
0.55,Very Good,E,VVS2,5.29,5.33,3.18,59.9,58,2656
0.71,Good,F,SI1,5.62,5.55,3.59,64.3,57,2125
0.9,Ideal,E,SI1,6.21,6.23,3.8,61.1,56,4854
0.41,Ideal,G,VS2,4.78,4.76,2.93,61.4,59,1042
0.73,Ideal,D,SI2,5.72,5.75,3.58,62.4,56,2504
0.6,Fair,G,SI1,5.31,5.23,3.46,65.7,55,1197
0.52,Ideal,G,SI1,5.18,5.22,3.21,61.7,56,1266
0.39,Ideal,I,VVS2,4.67,4.72,2.91,62,56,750
0.31,Ideal,E,VS2,4.36,4.33,2.68,61.7,55,872
1.52,Ideal,H,SI1,7.38,7.48,4.56,61.4,55,10239
0.29,Good,F,VS1,4.21,4.24,2.72,64.4,54,504
1.39,Premium,G,VS2,7.18,7.14,4.44,62,56,8874
0.41,Ideal,F,IF,4.76,4.77,2.92,61.3,56,1439
0.31,Ideal,E,SI1,4.31,4.34,2.7,62.4,57,544
0.76,Ideal,E,SI2,5.85,5.88,3.64,62.1,56,2978
1.07,Ideal,E,SI2,6.55,6.52,4.08,62.4,57,4698
0.32,Premium,H,VVS1,4.41,4.36,2.75,62.7,57,936
0.41,Ideal,F,IF,4.79,4.83,2.97,61.7,56,1304
1.09,Ideal,E,SI2,6.52,6.58,4.11,62.7,55.9,6852
0.5,Ideal,D,SI1,5.07,5.1,3.12,61.4,58,1415
1.21,Premium,G,VVS2,6.89,6.91,4.11,59.6,60,9370
1,Premium,E,SI2,6.3,6.23,3.94,62.9,61,3450
0.3,Ideal,E,VS2,4.28,4.3,2.67,62.2,56,658
0.7,Very Good,F,SI1,5.59,5.64,3.56,63.4,59,2264
0.4,Very Good,E,SI1,4.7,4.66,2.96,63.2,58,882
1.01,Very Good,H,VS2,6.35,6.4,3.99,62.6,61,4821
1.33,Ideal,H,SI1,7.14,7.2,4.31,60.1,57,7742
0.5,Ideal,G,VVS2,5.13,5.1,3.14,61.4,57,1935
0.9,Good,D,SI2,6.07,6.11,3.89,63.9,60,3153
0.77,Ideal,F,SI1,5.89,5.95,3.64,61.5,56,3108
1.01,Good,E,SI1,6.35,6.31,4.06,64.1,59,4480
0.3,Ideal,I,VS2,4.28,4.3,2.69,62.7,54,438
0.26,Premium,E,VVS1,4.07,4.09,2.54,62.3,60,599
0.32,Ideal,I,VS2,4.39,4.37,2.7,61.6,56,576
0.31,Ideal,D,SI1,4.37,4.49,2.71,61.2,55,571
1.5,Very Good,G,I1,7.34,7.39,4.44,60.3,61,5808
0.27,Very Good,G,VVS1,4.14,4.16,2.59,62.5,56,566
0.65,Ideal,J,SI1,5.56,5.59,3.46,62.1,54,1214
0.53,Premium,F,I1,5.22,5.18,3.19,61.3,58,886
